ID,Post,Labels,Simple_Labels,SubCategory,"Simple_Labels,SubCategory",,
2360,કાયદા ખાલી આમ જનતા માટે છે બાકી એ જે કરે એ બધું ચાલે કેમ કે એને સામે કોઈ ગુનો નાઈ દાખલ કરે બાકી ગાડી લઈ ને નીકળો એટલે કાયદા એ વા બતાવે કે આપડે ગાડી લઈ ને નીકળ્યા એ ગુનો થયો હોય એમ લાગે ..... આપડે જનાત ને જાગવું જોઈ ને લડવું જોઈ આના સામે...,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2361,આ લુખ્ખા તત્વો સામે કડક કાર્યવાહી કરવામાં આવે,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2362,આવા પોલીસ ને ઘરભેગી નાં કરવા જોઈએ સારા પોલીસ ને સલામ છે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2363,પોતે બુટ પેરી ને આવે અને પ્રજા ને બુટ કાઢી ને આવાનું. જેમ કે કેમ આ લોકો ના ઘર મા દંડ ભરવા આવતી હોય પ્રજા. આ ક્યાં નો નિયમ છે કે પોલીસ સ્ટેશન મા બુટ કે ચંપલ કાઢી ને જવાનું?,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2364,બુટ ચંપલ વગર જવાનું હોય પોલીસ સ્ટેશન મા એવો કાંઈ કાયદો આઇવો હોઈ તો કેજો.,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2365,સસ્પેન્સ કરવાનું ચાલું કરી દો આવા પોલીસ વારાને પછી જો કોણ આવું કરે બધાં લાઈન પર આવી જાય,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2366,હવે ઉપરથી લાલ નહીં પાછળથી રતુમડી કરશે ઉપરના અધિકારીઓ.,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2367,હપ્તા ના વાપરવા ક્યાં આ રીતે મરી જવાના આ હપ્તાખોરો,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2368,ભાઈ ધુમ્રપાન કરવા માટે માસ્ક તો કાઢવું જ પડશે ને😜🤣,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2369,આ વિડિયોના આધારે COTPA 2003 સેકશન 4 મુજબ ૨૦૦ રુપિયા સુધીનો દંડ થઈ શકે છે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2370,કાયદા ખાલી આમ જનતા માટે જ છે ને...આ લોકો ને થોડી લાગુ પડે...,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2371,ભાજપ ના રાજ મા ભડવા ઓને લીલા લેહર છે,"""Hate"",""Swearing""",Hate,Swearing,"Hate,Abusive","""Hate""","""Swearing"""
2373,આ હરામીયો ને કોઈ કાયદા નહિ નડે બસ પ્રજા ને ભોગવવાનું છે,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2374,આ ને કાયદો નો લાગે ઈતોખાલી પબલિ ને લાગે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2375,"બીજા કરે તો ગુનો એ કરે તો કાઇ નહી
વાહ કાયદો","""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2376,કાયદો માત્ર પ્રજા માટે છે😭,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2377,ગુજરાતની પોલીસ કરતા મોટો કોઈ ગુંડો દારુડીયો ચોર કે રંડીચોદ નથી સાવ હલકી થું થું થું ... નફરત છે આવા હરામીઓથી,"""Hate"",""Swearing""",Hate,Swearing,"Hate,Abusive","""Hate""","""Swearing"""
2378,"તમારી જેમ બીજા વકીલો પણ થોડી જાગૃતતા રાખે તો આમ જનતા માથે પ્રેસર ઓછું રહે, આમ જનતાને કાયદાથી ડરાવે છે અને તમે કાયદા જાણો છો.. તમારા કાર્ય માટે સલામ","""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
2379,"મેહુલ ભાઈ પોલીસ વાળા માટે કોઈ કાયદો નથી બનતો ખાલી
આમ ગરીબ લોકો માટે બનેછે","""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2380,મેહુલભાઈ સલામ તમારા વ્યક્તિત્વ ને સલામ તમારી હિંમતને ...સાહેબ હું તમને મળવા માંગુ છું.મારે આ RTI ની કોપી જોઇએ છે.,"""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
2381,"હંમેશા પોલીસ સત્તાનો દુરુપયોગ કરી લોકોને ડરાવે જ છે.પોતાના ઘર ના નિયમો બનાવી રહ્યા છે. પ્રજાની મદદ ,સેવા કરવાને બદલે ખોટા કેસમાં ફસાવવા,ડરાવવા,ધમકાવવા,મનફાવે તેમ બોલવું,એ સહજ બની ગયું છે.
મીડિયા કે આપ જેવા જાણકાર લોકોએ આવા સામાન્ય લોકોને સપોર્ટ કરી ન્યાય મળી રહે તેવું કરવું જોઈએ.સત્યનો સાથ આપવો જોઈએ.","""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2382,"આઝાદી માં પણ લડવૈયા ને તમામ વકીલો નો સાથ મળ્યો હતો તેમજ હવે તમામ વકીલો એ મેહુલભાઈ ની જેમ સિસ્ટમ સુધારવા માટે લડવું પડશે ત્યારેજ એક નવા ભારત નો ઉદય થશે.
જય હિન્દ ✊","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2383,"મેહુલસર ખૂબ સરસ કાર્ય છે આપનું
અને આ 250 રૂપિયા ની વેક્સિન ના 1000 લે તો સરકાર /હોસ્પિટલ ઉપર કાળા બજારી નો કેસ થાય કે ન થાય","""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
2384,અન્યાય સામે અવાઝ ઉઠાવી આજની પેઢી ના યુવાનો જાગૃત થાય.. લડત આપે અમારી સહાનીભુતી આપના સાથે છે,"""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
2385,"ખૂબ જ સરસ કાર્ય, અત્યારે આ પાણી વગરના રૂપાણી સાહેબ ના રાજ માં ,ખરેખર અધિકારી રાજ જ ચાલે છે, ગુન્હેગારો ને ગુન્હો કરતા અને અધિકારીઓ ને લાંચ લેવી કે કાયદા વિરૂદ્ધ કામગીરી કરવા કોઈ જ જાતનો ડર જેવું નથી,
હેરાન ફક્ત મિડલ ક્લાસ થાય છે, બધા જ દંડ ભરવા અને કાયદાનું પાલન કરવું આ બંને કામ મિડલ ક્લાસ જ કરે છે.","""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
2386,કાયદો અને સંવિધાન ભારત ની સ્કૂલો માં ધોરણ ૭ થી જ ફરજિયાત સિખવાડ વામાં આવે તો જ બાળકો આગળ જતા વેલ એજ્યુકેટેડ થશે અને બધી બાબત થી જાણકાર અને જ્ઞાન ધરાવતો હસે તો જીવન માં ખોટી રીતે હેરાન પણ નઈ થાય,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2387,દેશપ્રેમ ની બડાઈ હાંકતા નેતાઓ કે પોતાની ફરજને કોઈ સત્તાની ચાંપલુસીમાં ખપાવી દેતા અધિકારીઓ કે પ્રજાનો પગાર ખાઈને જીવતા કર્મચારીઓ કંઇક આ મેહુલભાઈ પાસેથી શીખો કે દેશપ્રેમ કોને કહેવાય ???,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
2388,પોતે જે શિક્ષણ મેળવ્યું છે તેનો દેશની પ્રજા ના હિત માટે સદઉપયોગ કરવો અને સદાય ખડે પગે રહીને દરેક નાગરિક ની મદદ કરવી એ પણ કોઈ પણ જાત ની અપેક્ષા વગર.....,"""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
2389,દેશ બને છે દેશના એક એક નાગરિક ના લોહી પરસેવાના ટીપાં થી ..... દેશ માટે પ્રેમ ત્યારે જ છે કે જ્યારે તેના એક એક નાગરિક ની પીડા ને પોતાની પીડા સમજી ને એનો સામનો કરીયે..... બાકી ભાજપ કે કોંગ્રેસના ખેસ પહેરી પોતાના દીકરાને સારા ઊંચા હોદ્દા અપાવી દેશ પ્રેમ ની વાતો પોતાના જ્ઞાતિવાદી કે કોમવાદી એજન્ડા ચલાવીને સમાજ માં મોટા બેનર મુકાવી સાબિત ન થાય ......,"""Hate"",""Promoting violence""",Hate,Promoting violence,"Hate,Promoting violence","""Hate""","""Promoting violence"""
2390,હું ખુદ ભાજપ માં છું અને જ્યારે આજ મારો પક્ષ ફરજ ચુકીને શાસન ચલાવી રહ્યો છે તો હું એનો પણ વિરોધી છું.....,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
2391,પોલીસ નો ઉપયોગ પ્રજાનું જીવનધોરણ અને સુખાકારી માટે કરો એ જ આપણી સહુની ભલાઈ છે.....,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
